node,shortest_time_min,best_station_column,best_station_number
427600115,2.270178924541904,station_8,8.0
427600117,2.301688253626636,station_8,8.0
427600120,2.339588463988692,station_8,8.0
458895200,1.775195841238801,station_7,7.0
459027716,1.8362034408845438,station_7,7.0
459027717,1.6276584289979705,station_7,7.0
459027729,1.1732147390231935,station_7,7.0
459027731,1.9936789141159243,station_7,7.0
459027732,2.140174330829107,station_7,7.0
459027734,2.308036852159812,station_7,7.0
459027758,2.6364941961530737,station_7,7.0
459027764,2.169118341468111,station_7,7.0
459027775,2.083682754023113,station_7,7.0
459027806,2.269724368472042,station_7,7.0
459028709,2.118473465661358,station_7,7.0
459173656,1.7635201698091136,station_7,7.0
459173691,2.472703240030134,station_7,7.0
459173697,3.7940452480668947,station_7,7.0
459173699,5.2701729829709025,station_7,7.0
459173710,4.229861561836738,station_7,7.0
459173842,2.7329731994858384,station_7,7.0
459173843,3.0991742902371424,station_7,7.0
459173845,2.945806924161176,station_7,7.0
459173846,3.2525924480313946,station_7,7.0
459173848,3.3690814340503383,station_7,7.0
459173851,3.4075261320329226,station_7,7.0
459173853,3.2045223296669567,station_7,7.0
459173854,3.11578008941471,station_7,7.0
459173856,3.169230965292466,station_7,7.0
459173857,3.017596276905131,station_7,7.0
459173859,3.2473827494729295,station_7,7.0
459173860,2.9405577146457733,station_7,7.0
459173862,3.228367851209171,station_7,7.0
459173864,3.160249205383869,station_7,7.0
459173867,3.0073880442826084,station_7,7.0
459173870,2.8602572879213626,station_7,7.0
459173871,3.1679929548874006,station_7,7.0
459173874,2.669948683796385,station_7,7.0
459173875,2.8074370900417835,station_7,7.0
459173877,2.9263031070974046,station_7,7.0
459173878,3.0652128111301127,station_7,7.0
459173879,3.1260183640542656,station_7,7.0
459173883,3.4343503491638088,station_7,7.0
459173885,3.40934542275793,station_7,7.0
459173886,3.1685576373845734,station_7,7.0
459173890,3.0743752890364586,station_7,7.0
459173891,3.109254217851081,station_7,7.0
459173899,3.3437590615572708,station_7,7.0
459173902,3.255749215084734,station_7,7.0
459173917,1.4017365160298874,station_7,7.0
459173926,1.8777995106258838,station_7,7.0
459173929,1.9197244343329305,station_7,7.0
459173931,1.929128634700113,station_7,7.0
459173932,1.940183512880849,station_7,7.0
459173934,1.9545372577255906,station_7,7.0
459173942,2.299710186799483,station_7,7.0
459173957,2.325485817417294,station_7,7.0
459173972,2.5472208373751113,station_7,7.0
459173983,2.7834132368376316,station_7,7.0
459173993,2.998571059931761,station_7,7.0
459174000,3.143178018783638,station_7,7.0
459174004,3.363154803244419,station_7,7.0
459174007,3.467623726379535,station_7,7.0
459174009,3.494277390887419,station_7,7.0
459174022,3.8318242427637292,station_7,7.0
459174028,3.904586923798654,station_7,7.0
459174039,2.466078652863925,station_7,7.0
459174041,2.471535901536776,station_7,7.0
459174047,2.5097982142291446,station_7,7.0
459174051,2.53796639398625,station_7,7.0
459174052,2.5487013880470095,station_7,7.0
459174055,2.5803105721153274,station_7,7.0
459174057,2.5964410397127646,station_7,7.0
459174058,2.6127141714849844,station_7,7.0
459273386,3.4291287192696727,station_7,7.0
459273389,3.712703902285985,station_7,7.0
459273392,3.631653619838457,station_7,7.0
459273393,3.559996122311575,station_7,7.0
459273394,3.6804841682958913,station_7,7.0
459273396,3.9169564848148957,station_7,7.0
459273416,3.6762739491237895,station_7,7.0
459273438,4.289852360562516,station_7,7.0
459273457,4.606030709870026,station_7,7.0
459273533,6.533603447628757,station_7,7.0
459273549,5.477294986813888,station_7,7.0
459273558,3.8684806486507486,station_7,7.0
459273566,4.886813125671222,station_7,7.0
459273574,4.920104302161361,station_7,7.0
459273579,4.884044615515836,station_7,7.0
459273585,4.991707307525852,station_7,7.0
459273597,4.593698803397484,station_7,7.0
459273724,4.8753115979621064,station_7,7.0
459273726,5.00807211526274,station_7,7.0
459273729,5.258737439332843,station_7,7.0
459273744,5.798624201230372,station_7,7.0
459486610,2.00869927710696,station_7,7.0
459486614,1.9701934754497963,station_7,7.0
459486619,3.157991781989146,station_7,7.0
459486621,1.9796747650628226,station_7,7.0
459486623,2.299370365513471,station_7,7.0
459486627,2.75861287062542,station_7,7.0
459486631,3.136725843887177,station_7,7.0
459486635,2.9078695487015422,station_7,7.0
459486637,3.1100370161783464,station_7,7.0
459486639,3.0465039287790137,station_7,7.0
459486640,3.2073478904584283,station_7,7.0
459486641,2.606865534537249,station_7,7.0
459486643,2.9396902650848418,station_7,7.0
459486644,2.6836642424212913,station_7,7.0
459486645,2.837630254867133,station_7,7.0
459486647,2.461111812025159,station_7,7.0
459486648,3.062206232564217,station_7,7.0
459486668,3.20115145327742,station_7,7.0
459486669,2.1075367451581957,station_7,7.0
459486675,2.4343228066167617,station_7,7.0
459486679,2.637757024324378,station_7,7.0
459486682,2.8087274839747822,station_7,7.0
459486688,2.757232617817322,station_7,7.0
459486692,2.9473811840641444,station_7,7.0
459486696,3.04512925285827,station_7,7.0
459486705,3.252927938209486,station_7,7.0
459486711,3.244550925982207,station_7,7.0
459486714,2.994351035763616,station_7,7.0
459486715,2.5244662545756493,station_7,7.0
459486744,5.78988510554484,station_1,1.0
459486746,2.7523006350820514,station_7,7.0
459486756,2.375098462743879,station_7,7.0
459486759,2.4850193262410714,station_7,7.0
459486762,2.5905161047285454,station_7,7.0
459486764,2.7281443259134734,station_7,7.0
459486777,2.8433589204754006,station_7,7.0
459486781,3.150396548578818,station_7,7.0
459486787,2.9745740931837106,station_7,7.0
459486788,3.068593011054333,station_7,7.0
459486789,2.9144859743837954,station_7,7.0
459486792,2.9023611087512418,station_7,7.0
459498913,3.4970640320121515,station_7,7.0
459498914,3.5236720437699396,station_7,7.0
459498915,3.8166044219584583,station_7,7.0
459498923,3.766360530532828,station_7,7.0
459498930,4.197730112093306,station_7,7.0
459498932,4.340433734066015,station_7,7.0
